Symbol,Description,Price,Price - Currency,Price Change % 1 day,Price Change % 1 week,Price Change % 1 month
SPY,S&P 500 ETF,692.24,USD,0.27,0.23,1.92
BRK.A,Berkshire Hathaway Inc.,738690.9,USD,-0.6384919763753060,-1.252453011790500,-2.134220985691570
NVR,"NVR, Inc.",7623.01,USD,0.5573319825452860,0.5452624553693340,4.5283205147015400
BKNG,Booking Holdings Inc. Common Stock,5193.06,USD,0.11644450956425800,-5.445083947699510,-3.0300653741225900
SEB,Seaboard Corporation,4635,USD,-1.356533879295300,5.182179619846410,4.2786884508259100
AZO,"AutoZone, Inc.",3465.45,USD,-0.2076218230405520,1.2942940572961800,2.1804511278195400
BH.A,Biglari Holdings Inc.,2343.23,USD,2.82781651666016,8.987441860465120,34.66452113445020
FCNCA,"First Citizens BancShares, Inc.",2160.13,USD,-0.052284315630702000,-0.6923533116647260,0.6499920789495880
MELI,"MercadoLibre, Inc.",2098.85,USD,-0.14748209995480000,-3.6522050486363900,4.199557157467250
MKL,Markel Group Inc.,2084.14,USD,-0.6516319399755020,-2.28334052249584,-3.047472844416540
WTM,"White Mountains Insurance Group, Ltd.",2064.19,USD,-0.6148409213465830,0.7683858527179200,-0.6660154088247110
FICO,Fair Isaac Corporation,1581.16,USD,-2.1734960929041100,-5.065654776557610,-6.4745477990323000
KLAC,KLA Corporation,1545.449,USD,7.734332520041830,10.38921428571430,27.189073970438200
MTD,"Mettler-Toledo International, Inc.",1496.61,USD,0.7438272435983710,0.7736748545572080,7.346201019947050
TDG,Transdigm Group Inc.,1433.54,USD,0.6812563209349400,2.977537371865330,7.79711997593714
ASML,ASML Holding NV Sponsored ADR,1331.6,USD,5.371443041180000,4.531039030363910,24.464883255753100
BAC/PL,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,1244.8,USD,0.10373861086762200,-1.1239525000993000,-0.5750798722044760
WFC/PL,Wells Fargo & Company 7.50% Non-Cumulative Perpetual Convertible,1237.99,USD,0.9680944768864480,0.3339087586212580,2.1443894389439000
BLK,"BlackRock, Inc.",1156.65,USD,5.9348811649952100,6.593862316837180,8.063792813498530
GHC,Graham Holdings Company,1149.3,USD,-0.051309255667946100,0.2897083718738490,4.6149645002730800
FIX,"Comfort Systems USA, Inc.",1091.04,USD,3.6026967999240400,7.979928939737330,16.90257047648640
GWW,"W.W. Grainger, Inc.",1063.3,USD,0.9541894137194360,3.251053582179410,5.376344086021510
LLY,Eli Lilly and Company,1032.97,USD,-3.756673406069180,-2.8761894016322500,-3.881155320653590
MPWR,"Monolithic Power Systems, Inc.",1009.925,USD,2.676392842618940,5.313513457146720,11.426475131294400
GS,"Goldman Sachs Group, Inc. (The)",975.86,USD,4.630791169438290,3.927666190973180,11.0193401592719
COST,Costco Wholesale Corporation,956.75,USD,0.6067425182443360,3.4458524349104800,10.948117911728500
PH,Parker-Hannifin Corporation,944.58,USD,0.894030185535297,2.5613741734438000,7.4656412123418600
URI,"United Rentals, Inc.",926.57,USD,1.0061700132993200,-1.3016755610945900,14.487470963277800
MCK,McKesson Corporation,844.13,USD,1.1952143473674100,3.439698061417060,2.9062892391715200
ARGX,argenx SE Sponsored ADR,813.24,USD,1.7402074237173600,3.1389110832096800,-3.295082941910940
EQIX,"Equinix, Inc.",801.82,USD,0.35042927586294100,0.1836696445305210,4.65438028610213
USB/PA,"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock",781.1,USD,0.0038408849398866600,2.104575163398700,2.174695052159980
REGN,"Regeneron Pharmaceuticals, Inc.",741.92,USD,-1.6203887872278400,-6.8583265331743100,-3.880187078134930
ESLT,Elbit Systems Ltd.,720.43,USD,-0.022204027255454800,5.424666354483720,24.704436481971900
IDXX,"IDEXX Laboratories, Inc.",712.12,USD,0.23082986150208100,-0.1724258779000520,5.260668410861310
CVCO,"Cavco Industries, Inc.",692.78,USD,0.464050581513375,3.756177924217450,17.27325049937370
EME,"EMCOR Group, Inc.",682.13,USD,3.238841887003770,5.548764448295610,11.49740924173330
DDS,"Dillard's, Inc.",665.24,USD,2.5465532124799600,-2.328586110703280,9.71402183593363
ULTA,"Ulta Beauty, Inc.",665.12,USD,0.19130827747231800,-0.1591161547929910,9.935372969041840
CW,Curtiss-Wright Corporation,660.66,USD,3.7713029136888400,9.181953396132860,19.843270992435600
NOC,Northrop Grumman Corporation,654.61,USD,0.2250666013412170,5.783588119323870,14.801564335946400
NEU,NewMarket Corp,650,USD,-8.361647234636470,-10.149014403804100,-5.421528970113200
DJCO,Daily Journal Corp. (S.C.),648.4,USD,-0.09244992295840100,6.550103526473200,33.05425593039480
CAT,"Caterpillar, Inc.",647.18,USD,1.319765166340500,4.7861144392992400,12.97152931729710
GEV,GE Vernova Inc.,642.23,USD,-0.3027104225526920,3.169477911646590,-1.7350857597503000
MLM,"Martin Marietta Materials, Inc.",640.94,USD,0.6643526880369430,-3.859480702596470,2.935791603764510
CASY,"Caseys General Stores, Inc.",637.37,USD,3.4187895505435700,7.337487369484680,15.317254980007600
AXON,"Axon Enterprise, Inc.",637.19,USD,1.2666475954356200,0.8706802387246910,12.195164897082400
CACI,"CACI International, Inc.",627.5,USD,2.6450525902540300,4.768424216115130,17.77181359208730
TMO,Thermo Fisher Scientific Inc,624.65,USD,0.45350015277486400,0.9355912484245170,7.800500474587960
META,"Meta Platforms, Inc.",620.8,USD,0.8578112815180620,-4.939821762165800,-5.952218636852560
MEDP,"Medpace Holdings, Inc.",618.04,USD,0.2579284613512720,3.8722689075630200,10.040060535920900
APP,Applovin Corporation,606.99,USD,-1.7433954933954900,-6.288210955351080,-9.918079012199110
MSCI,MSCI Inc.,597.31,USD,0.423678945510177,2.77892490880308,4.109947187701520
LMT,Lockheed Martin Corporation,577.89,USD,0.9062336301728550,6.4410962941133200,19.480224119751100
CMI,Cummins Inc.,574.84,USD,1.7091899925687500,4.120704957525040,12.614359878538600
TDY,Teledyne Technologies Incorporated,569.72,USD,1.2763536815159900,3.77035444974683,11.550134121747300
INTU,Intuit Inc.,554.58,USD,-2.1214260501235400,-14.271139279641400,-16.279701699827900
UI,Ubiquiti Inc.,553.52,USD,-0.8099777793706510,-1.1412548445285800,0.030721966205829800
SPGI,S&P Global Inc.,545.43,USD,0.07889908256879820,0.6439827287153370,4.370539045905950
MA,Mastercard Incorporated,542.65,USD,-0.7625909805786320,-5.7146332140250900,-4.94499719730942
ISRG,"Intuitive Surgical, Inc.",541.34,USD,-0.9912941692881630,-7.658979257641920,-4.417684864750330
MCO,Moody's Corporation,539.61,USD,0.6772640770177980,1.504862587235000,5.629832631888030
LII,"Lennox International, Inc.",522.33,USD,-0.5559257496430190,-1.4899194689097100,7.568268874335860
DE,Deere & Company,515.04,USD,0.5741066198008090,5.523684641861990,10.625684644629200
SNPS,"Synopsys, Inc.",508.19,USD,0.5639767285392060,-3.235081305457170,8.189985523290470
AMP,"Ameriprise Financial, Inc.",508.1,USD,0.12611831474402800,0.06696076886718760,3.6219765876738700
SPOT,Spotify Technology S.A.,508.04,USD,-3.9476669439612700,-5.808628585201250,-12.513991493172200
BLD,TopBuild Corp.,500.68,USD,2.999382843036410,7.504348012797110,20.012464344783000
FN,Fabrinet,497.58,USD,4.303532124515240,11.258189298571200,9.29098576700053
RBC,RBC Bearings Incorporated,497.06,USD,1.5797110334539100,2.032186550619920,10.84450192895210
MDGL,"Madrigal Pharmaceuticals, Inc.",495.88,USD,-1.8506422817330800,-3.536552153445110,-14.846996599924400
BRK.B,Berkshire Hathaway Inc. New,492.7,USD,-0.09125012673628480,-1.2823081546784300,-1.9795086043967000
HUBB,Hubbell Inc,484.11,USD,1.690963323950770,2.8861071557605300,9.006777600144110
HCA,"HCA Healthcare, Inc.",483.8,USD,1.0358366051290700,2.4848009829050800,3.628496765625670
CACC,Credit Acceptance Corporation,473.49,USD,-0.3829079968862410,-0.5941383943567320,6.7717494249763300
UTHR,United Therapeutics Corporation,471.99,USD,-0.7861602169297730,-2.3260145272437600,-3.131862493586450
CVNA,Carvana Co.,460.59,USD,0.43173938640674200,-0.5398518646483410,9.139377280697600
BH,Biglari Holdings Inc.,458.94,USD,1.382875320314570,9.128522173344430,38.05613211803990
CHE,Chemed Corp,458.93,USD,1.5736355185693400,3.2695769576957800,7.26172112373206
MSFT,Microsoft Corporation,456.66,USD,-0.5921023988854480,-4.7195793690535700,-5.574624705347170
CRWD,"CrowdStrike Holdings, Inc.",455,USD,-1.2372476665943100,-3.3169715900639600,-2.935404044713710
CYBR,CyberArk Software Ltd.,453.65,USD,-1.7456845205865200,-0.6743590304994290,1.7015648119087100
MUSA,Murphy USA Inc.,452.64,USD,1.8014978746373400,5.982345641433890,12.17287866772400
WINA,Winmark Corporation,451.3,USD,4.216700535747270,5.451316681075770,11.448609670568500
PWR,"Quanta Services, Inc.",447.64,USD,2.418376919028990,5.9327448706723100,6.060749656446950
TYL,"Tyler Technologies, Inc.",446.15,USD,-1.2942477876106200,-0.4951267926043280,-1.7182509086903900
LIN,Linde plc,440.04,USD,0.013636983499250500,-0.9097459917131970,3.2012945894603600
VMI,"Valmont Industries, Inc.",440.03,USD,2.77712897650301,3.39536632360543,9.37313581228872
VRTX,Vertex Pharmaceuticals Incorporated,438.92,USD,-2.3602429203835000,-5.376622256715390,-3.1851067584259700
TSLA,"Tesla, Inc.",438.57,USD,-0.14344262295081900,-1.4471584908204300,-2.4793204660677800
NVMI,Nova Ltd.,434.55,USD,5.20772806507844,10.272286649580000,32.32741557294680
IESC,"IES Holdings, Inc.",432.685,USD,3.0865079932337400,10.967634386540800,11.224358644799800
ROK,"Rockwell Automation, Inc.",421.13,USD,0.9395747944680180,2.582028110004150,8.240162438635720
TLN,Talen Energy Corporation,419.07,USD,11.80268388336050,13.008656257584300,11.799701205847800
HII,"Huntington Ingalls Industries, Inc.",418.86,USD,0.835359541635578,8.235354918731750,23.16875937307030
ROP,"Roper Technologies, Inc.",414.25,USD,-2.3455917020273400,-4.728502104367430,-6.937299215959380
SNDK,Sandisk Corporation,409.24,USD,5.525901859157840,8.433798786465640,72.3986856516977
DPZ,Domino's Pizza Inc,409.09,USD,0.4197555108252690,0.9874348910118740,-1.8545175375461900
POWL,"Powell Industries, Inc.",405.55,USD,1.0666135021307400,10.96062819776190,27.219398958529400
KNSL,"Kinsale Capital Group, Inc.",399.49,USD,0.8482063968899130,0.5132721096993390,2.1400081816322400
GPI,"Group 1 Automotive, Inc.",397.1,USD,-0.08303349017436630,-1.3783683099465900,0.96618357487923
WAT,Waters Corporation,394.59,USD,0.3535096642929770,-0.5444234404536930,3.885948977174000
MSI,"Motorola Solutions, Inc.",394.44,USD,1.3385401947434600,2.9493135668424100,2.9009704685380400
MDB,"MongoDB, Inc.",389.2,USD,0.5970689343224180,-4.63589140448888,-7.264885987276320
TT,Trane Technologies plc,387.27,USD,0.370619946091646,1.4592611998952000,-0.4958890030832490
EVR,Evercore Inc.,383.12,USD,4.523380804277840,3.8237446139671000,12.599559147685500
ELV,"Elevance Health, Inc.",381.93,USD,2.4380431284197100,2.440790708902190,8.951647411210950
WSO,"Watsco, Inc.",380.1,USD,2.0375291938471500,1.2250332889480800,12.806054310728600
BRKRP,"Bruker Corporation - 6.375% Mandatory Convertible Preferred Stock, Series A",380.06,USD,0.9133874993362000,-5.3517619225501200,3.8415300546448100
HD,"Home Depot, Inc. (The)",379.16,USD,0.8538369464024570,1.2064915652359700,10.188898575995400
AVAV,"AeroVironment, Inc.",378.57,USD,-0.8459926663174480,3.720649880818650,56.50502294431350
LPLA,LPL Financial Holdings Inc.,376.83,USD,1.3474261739551400,4.727363681840920,5.504381666993300
WSO.B,"Watsco, Inc.",376.1899,USD,-0.015973421926904200,0.7147943885200370,11.019595691308800
PIPR,Piper Sandler Companies,374.5,USD,3.7511081560283700,3.685041114095080,10.241087986812300
RL,Ralph Lauren Corporation,369.15,USD,1.7334509177093000,-0.17847002514805600,4.394672096377350
GD,General Dynamics Corporation,368.69,USD,0.7349726775956280,4.182090480092690,9.514049783164010
CSL,Carlisle Companies Incorporated,366.17,USD,1.960292930136730,3.166821626799650,14.478209216532200
DY,"Dycom Industries, Inc.",365.65,USD,3.2938783581457000,7.921844101413760,8.212488902042020
SNA,Snap-On Incorporated,363.45,USD,0.2842006511781840,0.3534251870668400,5.470110272780020
SYK,Stryker Corporation,362.49,USD,0.8625726926180540,-1.3740001088316900,3.135402737075710
ALNY,"Alnylam Pharmaceuticals, Inc.",359.33,USD,-2.0525541078340600,-9.781817268824230,-9.636615113793540
SAIA,"Saia, Inc.",358.75,USD,0.14795377142537300,-2.237301068236320,9.870758299644750
HEI,Heico Corporation,358.04,USD,1.6321780351415000,1.267111664215410,10.6461880775055
AXP,American Express Company,357.37,USD,-0.24842293306536800,-4.856100742791730,-3.400459521556960
SHW,Sherwin-Williams Company (The),356.13,USD,0.502328206575412,0.8067255434782670,9.906490139801880
COR,"Cencora, Inc.",355.35,USD,1.5488812048124000,5.856593881259500,5.210954848260550
RACE,Ferrari N.V.,354.57,USD,0.33390871275361700,-5.747095882399850,-4.056174910704620
JLL,Jones Lang LaSalle Incorporated,354.01,USD,4.188004002589920,1.131266961862590,5.212946176479320
SITM,SiTime Corporation,353.52,USD,1.2371134020618500,3.3080070134424300,0.09343412893909340
PEN,"Penumbra, Inc.",350.49,USD,11.82401174105860,8.699292891700790,12.730372133414800
AON,Aon plc,344.84,USD,-0.3352601156069440,-1.698973774230340,-2.278394921786450
LITE,Lumentum Holdings Inc.,343.27,USD,3.5130571135637100,-2.319162255989990,-6.869421308228650
AVGO,Broadcom Inc.,342.975,USD,0.907646591544334,-0.578311157491957,-0.9029182317249350
TSM,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",341.64,USD,4.4419308489498900,5.564997064549020,12.422258053901100
CEG,Constellation Energy Corporation,341.135,USD,3.2553423330710100,-0.40435595001751500,-3.4350496787159900
LHX,"L3Harris Technologies, Inc.",340.42,USD,-0.7087647659326260,1.3848765524019500,15.958715127567500
CRS,Carpenter Technology Corporation,340.11,USD,5.297213622291030,3.4869922409858600,8.026299072544800
UNH,UnitedHealth Group Incorporated,338.96,USD,1.1941724385001200,-1.4593871736729000,2.6809245403047400
ONC,BeOne Medicines Ltd. Sponsored ADR,338.29,USD,-2.439798125450610,0.11838172186215500,11.349198512228000
MU,"Micron Technology, Inc.",336.63,USD,0.9839508024598690,-2.451534382335040,17.946112609929600
STRL,"Sterling Infrastructure, Inc.",336.31,USD,5.337175431453010,9.145490539707270,9.822682297619430
WWD,"Woodward, Inc.",336,USD,1.4339622641509400,4.35106680331687,11.140513363323600
ETN,"Eaton Corporation, PLC",333.46,USD,0.7006100138914030,2.7580043758281700,4.693730181156000
GOOG,Alphabet Inc.,333.16,USD,-0.9366358419315450,1.2213647687914100,6.1695347355003200
GOOGL,Alphabet Inc.,332.78,USD,-0.9111481657932360,1.2813099187387700,6.319488817891370
LAD,"Lithia Motors, Inc.",332.38,USD,-0.18618618618618800,-1.197942986237040,0.015045286311801900
TPL,Texas Pacific Land Corporation,330.94,USD,1.2265622610344700,6.114727290217080,15.221781213007400
CPAY,"Corpay, Inc.",330.77,USD,0.9152759557006440,-0.22021116138763700,9.915927292061270
AMGN,Amgen Inc.,330.03,USD,0.32221783141318200,1.2051517939282300,0.8310164675689620
AGX,"Argan, Inc.",329.66,USD,3.744964753272920,5.7042998685349700,5.215115536831370
HUBS,"HubSpot, Inc.",329.24,USD,-4.651028091514630,-11.389815911292900,-17.956640917019700
CSW,"CSW Industrials, Inc.",328.94,USD,2.3555403429069300,2.941728735056640,12.063502878751800
WTW,Willis Towers Watson Public Limited Company,328.49,USD,0.09141046345105320,-0.5359413795191610,-0.033475349969572000
V,Visa Inc.,327.8,USD,-0.4161983169790700,-6.28127054921805,-6.532462718485350
KAI,Kadant Inc,327.28,USD,3.7403321922150200,2.52490445460809,14.827029682127600
MAR,Marriott International,325.702,USD,1.883758758758760,-0.7550734353098940,4.9838834450747800
RS,"Reliance, Inc.",322.55,USD,2.208631725711400,4.442573584172530,11.659223872330100
AMG,"Affiliated Managers Group, Inc.",322.23,USD,2.2335734001713300,4.609940590202270,11.77674483141390
BIO,"Bio-Rad Laboratories, Inc.",322.06,USD,1.1971720345640200,-0.5435118275585170,6.293937093633450
EG,"Everest Group, Ltd.",321.21,USD,-1.4421159215734500,-3.592652620205300,-5.34551348165612
AYI,Acuity Inc.,320.82,USD,0.5075187969924830,-1.4529258178467300,-10.893234085101700
CDNS,"Cadence Design Systems, Inc.",320.58,USD,2.3661270236612600,-2.056154715712940,2.5593448077292200
STX,Seagate Technology Holdings PLC,320.32,USD,2.574612527219170,5.36495510016118,16.315044119249100
GE,GE Aerospace,319.94,USD,0.33241344706472700,-0.5130756553375350,3.866506509106260
AMAT,"Applied Materials, Inc.",319.08,USD,5.694126999900630,5.943289727073500,24.160473170162300
BAP,Credicorp Ltd.,318.78,USD,0.5646865831729590,5.503888796955150,11.073170731707300
ASR,Grupo Aeroportuario del Sureste SAB de CV Sponsored ADR Class B,317.49,USD,-1.0317955112219500,-2.0092592592592600,-1.8274582560296700
IBP,"Installed Building Products, Inc.",314.4,USD,2.7618891975813000,6.06213945956886,21.20744824395700
CLS,"Celestica, Inc.",313.53,USD,1.1256612050057900,3.714852795236510,6.062041202936290
FDX,FedEx Corporation,313.16,USD,-0.12438207622388300,0.2561147394032560,8.412379699508420
IDCC,"InterDigital, Inc.",310.43,USD,-0.7037072577807600,0.4335306868549720,-2.4970161442301600
JPM,JP Morgan Chase & Co.,309.34,USD,0.47747425861564000,-6.029952307178230,-3.997268946682410
MCD,McDonald's Corporation,308.62,USD,0.15902378866063300,0.423011844331645,0.9783071033602750
BURL,"Burlington Stores, Inc.",306.28,USD,0.9625527426160200,0.3045685279187650,6.0342738445559800
LEU,Centrus Energy Corp.,306.1,USD,-0.4779399811424950,-0.029393513831273100,26.091613115834600
ADBE,Adobe Inc.,304.09,USD,-0.11496518197346700,-8.941458302141040,-13.11466041886910
ADI,"Analog Devices, Inc.",302.1,USD,1.3792409141246400,0.3887947363174210,11.393805309734500
HLT,Hilton Worldwide Holdings Inc.,301.86,USD,0.5764168860160660,0.49940071913703600,5.086161879895570
VMC,Vulcan Materials Company (Holding Company),301.66,USD,1.065398016617530,-3.1962005006097100,5.763971670990810
CB,Chubb Limited,301.11,USD,0.03322148765822490,-1.8578273198396400,-3.5274894271434000
IBM,International Business Machines Corporation,297.95,USD,-3.585412419506190,-2.0610084807047700,0.5874210863914150
PRAX,"Praxis Precision Medicines, Inc.",297.74,USD,-0.241238356898737,3.220662159819730,1.0178462373617400
WTS,"Watts Water Technologies, Inc.",296.8,USD,2.2144160898164400,3.2563317561926000,7.528439968118260
EXPE,"Expedia Group, Inc.",294.28,USD,1.2106204429770200,-0.6917963081699500,3.8720835833539100
LFUS,"Littelfuse, Inc.",293.8,USD,4.801312691731480,5.535399978447510,16.16321366439980
MOG.A,Moog Inc.,293.04,USD,2.860753273193170,7.47845222813132,20.320262779716700
PSA,Public Storage,293.03,USD,1.8278486291135300,5.349631493798310,12.921001926782300
OSIS,"OSI Systems, Inc.",290.8,USD,1.4477585906157500,4.259285816721640,14.012389241747000
NSC,Norfolk Southern Corporation,290.77,USD,1.5364737926458700,1.2395111590822100,0.7100304793571470
FDS,FactSet Research Systems Inc.,289.68,USD,-1.8931825109222000,-1.6199694345389600,-0.17574692442881900
HIFS,Hingham Institution for Savings,288.8,USD,2.2662889518413700,4.422026973279830,1.7044654176644700
ACN,Accenture plc,287.83,USD,-0.24606640327165600,2.5510385862400600,7.279165113678710
PODD,Insulet Corporation,286.49,USD,1.2725794478419300,-0.8822308331026890,0.7915845764142980
MOG.B,Moog Inc.,285,USD,2.824981058556120,6.741573033707870,14.785130291191800
HUM,Humana Inc.,283.95,USD,3.5784635587656000,2.5645656492685400,10.86167180728540
WCC,"WESCO International, Inc.",283.91,USD,2.6242544731610500,5.425176383215750,16.052158273381300
MSGS,Madison Square Garden Sports Corp.,283.55,USD,0.31486591664897300,6.858865649142640,9.626908950318980
ERIE,Erie Indemnity Company,283.07,USD,-0.27479302448477300,0.9090260943961260,-1.2489098203383900
AIT,"Applied Industrial Technologies, Inc.",282.47,USD,1.7469922916216500,3.7539026629935800,10.00895743272190
KRYS,"Krystal Biotech, Inc.",282.01,USD,-3.351725556050590,7.880341226425910,14.387117709093900
WST,"West Pharmaceutical Services, Inc.",279.41,USD,1.6110262564550200,1.411875725900130,1.551937195609520
RCL,Royal Caribbean Cruises Ltd.,278.11,USD,-0.4367593885368460,-10.7191011235955,-0.29040585114011300
CI,The Cigna Group,277.94,USD,2.5608856088560900,-0.3620720559239980,0.9846310358609090
ECL,Ecolab Inc.,277.73,USD,0.7545800834391590,2.2080741912928300,5.793844278531170
LOW,"Lowe's Companies, Inc.",277.01,USD,0.7492271322058570,3.6675274128962300,14.865649361419800
HEI.A,Heico Corporation,276.13,USD,1.7390663571718000,1.087274857226520,9.388741433268620
FFIV,"F5, Inc.",273.99,USD,2.445316881660130,1.7377743121310000,7.337616547833590
CME,CME Group Inc.,272.59,USD,-0.9591977618719050,3.8635930653457800,-0.17943459792002700
NDSN,Nordson Corporation,271.91,USD,2.0147069858182700,4.092335962024350,13.093208002329200
RNR,RenaissanceRe Holdings Ltd.,271.89,USD,-0.8098938382401320,-0.461285008237229,-3.297055057618450
TRV,"The Travelers Companies, Inc.",271.34,USD,-0.5133093788956640,-3.766491700950490,-6.453837137144050
WING,Wingstop Inc.,270.73,USD,-1.4129128582353100,-1.1934306569343000,13.518386515157900
LH,Labcorp Holdings Inc.,268.89,USD,2.629770992366410,6.782891862912510,7.178730867346940
STE,STERIS plc (Ireland),268.26,USD,1.517502365184480,4.454481738182380,5.814136951719780
PRI,"Primerica, Inc.",267.79,USD,0.24331811035413400,0.08596202720885720,3.6499458120452100
POOL,Pool Corporation,267.61,USD,0.8555061430617470,6.076581576026640,16.98797814207650
CLH,"Clean Harbors, Inc.",267,USD,3.088803088803090,5.358693078683610,13.86898669396110
FTAI,FTAI Aviation Ltd.,266.85,USD,5.876051420409470,8.594799169820550,35.560071120142300
APD,"Air Products and Chemicals, Inc.",265.98,USD,-0.47521047708137800,0.8569695131199720,7.675491863007050
LECO,"Lincoln Electric Holdings, Inc.",263.56,USD,3.0255648502853600,4.446381865736700,9.981639125354710
ADSK,"Autodesk, Inc.",262.26,USD,0.3750765462339320,-4.985146003912760,-11.401641836424400
ITW,Illinois Tool Works Inc.,261.89,USD,1.1587933098999600,2.6536531828159200,6.329679252943560
RMD,ResMed Inc.,260.7,USD,0.45855651034642100,3.259793242761510,8.232656619753390
ADP,"Automatic Data Processing, Inc.",260.2,USD,0.6576402321083130,-2.1878054281632900,1.1546087159351400
RGLD,"Royal Gold, Inc.",259.15,USD,1.951296274440370,5.68923327895595,16.581942507535200
ZBRA,Zebra Technologies Corporation,258.85,USD,-1.3942326006628200,-0.24279327886542100,6.601597891442230
AAPL,Apple Inc.,258.21,USD,-0.6731804893060470,-0.4472375371091590,-5.0209666740234100
UFPT,"UFP Technologies, Inc.",257.36,USD,-1.2091666346781200,-0.058250165042125500,15.912264108453800
AEIS,"Advanced Energy Industries, Inc.",257.29,USD,8.150483396385040,17.1683592149005,22.887710751301500
PAC,Grupo Aeroportuario del Pacifico SAB de CV Sponsored ADR Class B,257.23,USD,-2.2682370820668600,-3.8284667439339000,-2.4276448052194300
AJG,Arthur J. Gallagher & Co.,256.15,USD,-0.32298233325552200,-3.1898408858989400,-1.0201321534835400
ITIC,Investors Title Company,255.2,USD,2.0310251079481800,0.873552314320716,2.2272071783368100
ESS,"Essex Property Trust, Inc.",253.52,USD,0.13429180819970100,0.9959365787586650,-3.1183124426780800
JBL,Jabil Inc.,253.18,USD,4.905941824811470,11.952244085783800,11.034119814051400
SXI,Standex International Corporation,250.64,USD,1.4695761305210300,5.639382955407570,15.353460972017700
FERG,Ferguson Enterprises Inc.,249.86,USD,1.5278342137342600,4.6052080716737800,12.23105601221760
AMR,"Alpha Metallurgical Resources, Inc.",249.65,USD,0.008011857549176880,3.0249257180587700,24.899939963978400
VRSN,"VeriSign, Inc.",249.22,USD,-0.036099634992580900,0.11247690206475500,2.5807779378473000
ABG,Asbury Automotive Group Inc,248.5,USD,1.2178729990631800,-2.9410615943444000,6.867931019653380
PLPC,Preformed Line Products Company,248.18,USD,2.3127344684008800,6.127859739149030,20.06192250012090
BA,Boeing Company (The),247.74,USD,2.114504760727090,5.63254167910289,14.102800294767900
TTWO,"Take-Two Interactive Software, Inc.",244.34,USD,-0.4684508533952530,-2.540784172948830,-4.5658711869702700
MYRG,"MYR Group, Inc.",244.19,USD,6.400871459694990,9.802599037726520,11.757437070938200
CIEN,Ciena Corporation,243.79,USD,2.269485695108650,5.7382026370575900,4.241672724162990
FSLR,"First Solar, Inc.",243.64,USD,3.0408120109959800,2.086650465096790,-6.733529839604960
TEL,TE Connectivity plc,241.92,USD,1.9469026548672500,4.455958549222800,6.333787525823040
NPO,Enpro Inc.,241.74,USD,5.2462014018895100,3.6309855532215900,12.894036333068700
IQV,"IQVIA Holdings, Inc.",241.28,USD,-0.029003521856222600,-0.4661523864527020,7.040503970542570
NTRA,"Natera, Inc.",240.34,USD,0.48078933065763900,2.5735137211386600,4.910733772753070
FNV,Franco-Nevada Corporation,240.32,USD,1.2641159615708700,5.048738908073600,15.939791586260100
DHR,Danaher Corporation,239.89,USD,0.815297331372136,0.6376641355875240,4.7920670976760400
COIN,"Coinbase Global, Inc. - 3",239.28,USD,-6.480106308137270,-0.622975330176925,5.810559830193690
NXPI,NXP Semiconductors N.V.,238.6,USD,-0.9177359744196700,-1.0574331329048400,9.923523449737400
AMZN,"Amazon.com, Inc.",238.207,USD,0.6579336572998050,-3.7080604737650600,3.2003292608959400
AIZ,"Assurant, Inc.",237.45,USD,-0.2310924369747950,-0.2310924369747950,-1.4116670126634900
COF,Capital One Financial Corporation,236.97,USD,1.0877911441003400,-4.907704654895660,-2.2239643505529000
MTZ,"MasTec, Inc.",235.89,USD,4.3761061946902600,7.756612306427300,8.520034963426410
SAP,SAP SE Sponsored ADR,235.84,USD,-1.2726054922973800,-4.560721945692210,-2.9105429994648200
ALX,"Alexander's, Inc.",235.07,USD,0.5518008383950690,2.762841530054640,7.859961457281820
CRM,"Salesforce, Inc.",233.53,USD,-2.5211837876194800,-10.160036931599600,-11.845532444981300
TM,Toyota Motor Corp. Sponsored ADR,232.33,USD,2.2129344478662600,4.879920548934630,8.534990189666450
EXP,Eagle Materials Inc,230.76,USD,-0.452957163194,-2.0792667402189600,11.65086123475900
UNP,Union Pacific Corporation,230.51,USD,1.4836664612133500,0.9061460339695300,-0.35016427459796100
IT,"Gartner, Inc.",230.38,USD,-3.5784539404846700,-7.112329650834620,-8.680830822895200
RDDT,"Reddit, Inc.",228.75,USD,-9.362865520247250,-6.464671246319920,-0.4872319136903490
WAB,Westinghouse Air Brake Technologies Corporation,228.52,USD,0.7717070159192130,1.826931646020860,7.060201452330770
AMD,"Advanced Micro Devices, Inc.",227.92,USD,1.9320214669051800,12.181916621548500,6.42510272693313
TER,"Teradyne, Inc.",227.7,USD,-1.0817151049133400,4.805302402651200,17.637941723496600
RHLD,Resolute Holdings Management,226.37,USD,10.027218819869700,8.197113086703000,9.659448723538240
HWM,Howmet Aerospace Inc.,224.26,USD,1.8206583427922800,2.7443075090484200,9.384450297531940
RH,RH,223.58,USD,2.918431228134780,2.091324200913250,24.800446553167700
CRL,"Charles River Laboratories International, Inc.",223.47,USD,3.271870234299190,1.1588429677244100,12.026268297573700
WDC,Western Digital Corporation,222.1,USD,3.3023255813953500,10.795171106455100,28.925523886921700
