Symbol,Description,Price,Price - Currency,Performance % 1 week,Performance % 1 month,Performance % 3 months,Performance % 6 months,Performance % 1 year
SPY,State Street SPDR S&P 500 ETF,686.19,USD,-1.5579944049924500,-0.050980277915330400,1.4368708146702800,8.221619405103640,14.780121439205100
